"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4259","@Tin Valid Login","chromium","Mon Jul 14 18:19:32 IST 2025","passed","Mon Jul 14 18:19:37 IST 2025","","login.spec.js","",""
